MOMPES;Bernhard Schätz|João M. Fernandes|Matthias Riebisch|Ricardo Jorge Machado;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=10681|http://www.computer.org/csdl/proceedings/mompes/2006/2538/00/index.html;0-7695-2538-5;conf/mompes/2006;2015-08-13;IEEE Computer Society;N/A;Proceedings of the Joint Meeting of The Fourth Workshop on Model-Based Development of Computrer-Based Systems and The Third International Workshop on Model-based Methodologies for Pervasive and Embedded Software, MBD/MOMPES 2006, Potsdam, Germany, March 30, 2006, Proceedings;N/A;2006.0;Germany
ARCS;Christian Hochberger|Christian Müller-Schloer|Mladen Berekovic|Stephan Wong;https://doi.org/10.1007/978-3-642-00454-4;978-3-642-00453-7;conf/arcs/2009;2017-05-24;Springer;Lecture Notes in Computer Science;Architecture of Computing Systems - ARCS 2009, 22nd International Conference, Delft, The Netherlands, March 10-13, 2009. Proceedings;5455;2009.0;The Netherlands
SDKB;Bernhard Thalheim|Klaus-Dieter Schewe;https://doi.org/10.1007/978-3-540-88594-8;978-3-540-88593-1;conf/sdb/2008;2017-06-02;Springer;Lecture Notes in Computer Science;Semantics in Data and Knowledge Bases, Third International Workshop, SDKB 2008, Nantes, France, March 29, 2008, Revised Selected Papers;4925;2008.0;France
IEEE ICCI;Dilip Patel|Shushma Patel|Yingxu Wang;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=8687|http://www.computer.org/csdl/proceedings/icci/2003/1986/00/index.html;0-7695-1986-5;conf/IEEEicci/2003;2015-08-18;IEEE Computer Society;N/A;Proceedings of the 2nd IEEE International Conference on Cognitive Informatics (ICCI 2003), 18-20 August 2003, London, UK;N/A;2003.0;London,UK
ICINCO (1);Dimitri Peaucelle|Kurosh Madani|Oleg Gusikhin;N/A;978-989-758-198-4;conf/icinco/2016-1;2016-09-12;SciTePress;N/A;Proceedings of the 13th International Conference on Informatics in Control, Automation and Robotics (ICINCO 2016) - Volume 1, Lisbon, Portugal, July 29-31, 2016.;N/A;2016.0;Lisbon,Portugal
DILS;Christopher J. O. Baker|Greg Butler|Igor Jurisica;https://doi.org/10.1007/978-3-642-39437-9;978-3-642-39436-2;conf/dils/2013;2017-05-25;Springer;Lecture Notes in Computer Science;Data Integration in the Life Sciences - 9th International Conference, DILS 2013, Montreal, QC, Canada, July 11-12, 2013. Proceedings;7970;2013.0;Montreal,QC,Canada
ICICS;Dongmei Liu|Guilin Wang|Sihan Qing|Willy Susilo;https://doi.org/10.1007/978-3-642-25243-3;978-3-642-25242-6;conf/icics/2011;2017-06-15;Springer;Lecture Notes in Computer Science;Information and Communications Security - 13th International Conference, ICICS 2011, Beijing, China, November 23-26, 2011. Proceedings;7043;2011.0;Beijing,China
AAAI Spring Symposium: Technosocial Predictive Analytics;N/A;http://www.aaai.org/Library/Symposia/Spring/ss09-09.php;N/A;conf/aaaiss/2009-9;2012-02-17;AAAI;N/A;Technosocial Predictive Analytics, Papers from the 2009 AAAI Spring Symposium, Technical Report SS-09-09, Stanford, California, USA, March 23-25, 2009;N/A;2009.0;California,USA
ISI;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=7739307;978-1-5090-3865-7;conf/isi/2016;2016-11-25;IEEE;N/A;IEEE Conference on Intelligence and Security Informatics, ISI 2016, Tucson, AZ, USA, September 28-30, 2016;N/A;2016.0;Tucson,USA
COSIT;Andrea Ballatore|Christian Kray|Eliseo Clementini|Maureen Donnelly|May Yuan|Paolo Fogliaroni;http://www.dagstuhl.de/dagpub/978-3-95977-043-9;978-3-95977-043-9;conf/cosit/2017;2017-09-27;Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik;LIPIcs;13th International Conference on Spatial Information Theory, COSIT 2017, September 4-8, 2017, L'Aquila, Italy;86;2017.0;Italy
ICER;Michael E. Caspersen|Mike Clancy|Raymond Lister;http://dl.acm.org/citation.cfm?id=1404520;978-1-60558-216-0;conf/icer/2008;2013-08-16;ACM;N/A;International Computing Education Research Workshop, ICER '08, Sydney, Australia, September 6-7, 2008;N/A;2008.0;Sydney,Australia
VINCI;Paolo Bottoni|Shigeo Takahashi|Takayuki Itoh;https://doi.org/10.1145/2801040;978-1-4503-3482-2;conf/vinci/2015;2018-11-06;ACM;N/A;Proceedings of the 8th International Symposium on Visual Information Communication and Interaction, VINCI 2015, Tokyo, Japan, August 24-26, 2015;N/A;2015.0;Tokyo,Japan
SBCARS;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6387747|http://www.computer.org/csdl/proceedings/sbcars/2012/4783/00/index.html;978-1-4673-4783-9;conf/sbcars/2012;2015-11-02;IEEE Computer Society;N/A;Sixth Brazilian Symposium on Software Components, SBCARS 2012, Architectures and Reuse, Natal, Brazil, September 23-28, 2012;N/A;2012.0;Natal,Brazil
FCS;Hamid R. Arabnia|Rose Joshua;N/A;1-932415-71-8;conf/fcs/2005;2006-02-15;CSREA Press;N/A;Proceedings of The 2005 International Conference on Foundations of Computer Science, FCS 2005, Las Vegas, Nevada, USA, June 27-30, 2005;N/A;2005.0;Las Vegas,Nevada,USA
RE;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=11170|http://www.computer.org/csdl/proceedings/re/2006/2555/00/index.html;0-7695-2555-5;conf/re/2006;2014-09-30;IEEE Computer Society;N/A;14th IEEE International Conference on Requirements Engineering (RE 2006), 11-15 September 2006, Minneapolis/St.Paul, Minnesota, USA;N/A;2006.0;Minneapolis,Minnesota,USA
PRDC;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6732244|https://www.computer.org/csdl/proceedings/prdc/2013/5130/00/index.html;978-0-7695-5130-2;conf/prdc/2013;2016-05-19;IEEE Computer Society;N/A;IEEE 19th Pacific Rim International Symposium on Dependable Computing, PRDC 2013, Vancouver, BC, Canada, December 2-4, 2013;N/A;2013.0;Vancouver,BC,Canada
TES;Boualem Benatallah|Ming-Chien Shan;https://doi.org/10.1007/b13474;3-540-20052-5;conf/tes/2003;2017-05-29;Springer;Lecture Notes in Computer Science;Technologies for E-Services, 4th International Workshop, TES 2003, Berlin, Germany, September 8, 2003, Proceedings;2819;2003.0;Berlin,Germany
APWeb Workshops;Atsuyuki Morishima|Jia Zhu|Kuien Liu|Lijun Chang|Rong Zhang 0002|Tom Z. J. Fu|Wenjie Zhang|Xiaoyan Yang|Zhiwei Zhang;https://doi.org/10.1007/978-3-319-45835-9;978-3-319-45834-2;conf/apweb/2016w;2018-11-02;N/A;Lecture Notes in Computer Science;Web Technologies and Applications - APWeb 2016 Workshops, WDMA, GAP, and SDMA, Suzhou, China, September 23-25, 2016, Proceedings;9865;2016.0;SDMA,Suzhou,China
PROFES;Markku Oivo|Seija Komi-Sirviö;https://doi.org/10.1007/3-540-36209-6;3-540-00234-0;conf/profes/2002;2017-05-29;Springer;Lecture Notes in Computer Science;Product Focused Software Process Improvement, 4th International Conference, PROFES 2002, Rovaniemi, Finland, December 9-11, 2002, Proceedings;2559;2002.0;Finland
ADC;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6646|http://www.computer.org/csdl/proceedings/adc/2000/0528/00/index.html;0-7695-0528-7;conf/adc/2000;2014-09-29;IEEE Computer Society;N/A;Australasian Database Conference, ADC 2000, Canberra, Australia, January 31 - February 3, 2000;N/A;2000.0;Canberra,Australia
MTD@CCS;Kun Sun 0001|Sushil Jajodia;https://doi.org/10.1145/2663474;978-1-4503-3150-0;conf/ccs/2014mtd;2018-11-06;ACM;N/A;Proceedings of the First ACM Workshop on Moving Target Defense, MTD '14, Scottsdale, Arizona, USA, November 7, 2014;N/A;2014.0;Scottsdale,Arizona,USA
ICVIP;N/A;https://doi.org/10.1145/3177404;978-1-4503-5383-0;conf/icvip/2017;2018-11-21;ACM;N/A;Proceedings of the International Conference on Video and Image Processing, ICVIP 2017, Singapore, December 27-29, 2017;N/A;2017.0;Singapore
BMVC;Andrea Cavallaro|Daniel C. Alexander|Simon Prince;N/A;1-901725-39-1;conf/bmvc/2009;2013-04-24;British Machine Vision Association;N/A;British Machine Vision Conference, BMVC 2009, London, UK, September 7-10, 2009. Proceedings;N/A;2009.0;London,UK
CISIS;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=4159694|http://www.computer.org/csdl/proceedings/cisis/2007/2823/00/index.html;0-7695-2823-6;conf/cisis/2007;2014-10-13;IEEE Computer Society;N/A;First International Conference on Complex, Intelligent and Software Intensive Systems (CISIS-2007), Vienna, Austria, 10-12 April 2007;N/A;2007.0;Vienna,Austria
ALT;Klaus P. Jantke|Koichi Furukawa|Shuji Doshita|Toyoaki Nishida;https://doi.org/10.1007/3-540-57369-0;3-540-57369-0;conf/alt/1992;2017-05-20;Springer;Lecture Notes in Computer Science;Algorithmic Learning Theory, Third Workshop, ALT '92, Tokyo, Japan, October 20-22, 1992, Proceedings;743;1993.0;Tokyo,Japan
SPIN;Alex Groce|Madanlal Musuvathi;https://doi.org/10.1007/978-3-642-22306-8;978-3-642-22305-1;conf/spin/2011;2017-05-17;Springer;Lecture Notes in Computer Science;Model Checking Software - 18th International SPIN Workshop, Snowbird, UT, USA, July 14-15, 2011. Proceedings;6823;2011.0;USA
DFN-Forum Kommunikationstechnologien;Bernhard Neumair|Gabi Dreo Rodosek|Paul Müller 0001;http://subs.emis.de/LNI/Proceedings/Proceedings166/P-166.pdf;978-3-88579-260-4;conf/dfn/2010;2014-12-22;GI;LNI;3. DFN-Forum Kommunikationstechnologien, Beiträge der Fachtagung, 26. Mai bis 27. Mai 2010, Konstanz;166;2010.0;N/A
LISA;N/A;https://www.usenix.org/conference/lisa15;N/A;conf/lisa/2015;2017-09-01;USENIX Association;N/A;29th Large Installation System Administration Conference, LISA 2015, Washington, D.C., USA, November 8-13, 2015.;N/A;2015.0;Washington,D.C.,USA
ASIST;N/A;https://onlinelibrary.wiley.com/toc/15508390/2005/42/1;N/A;conf/asist/2005;2018-09-15;Wiley;Proceedings of the Association for Information Science and Technology;Sparking Synergies: Bringing Research and Practice Together - Proceedings of the 68th ASIS&T Annual Meeting, ASIST 2005, Charlotte, North Carolina, USA, October 28 - November 2, 2005;42;2005.0;Charlotte,North Carolina,USA
Haskell;Jeremy Gibbons;N/A;978-1-4503-0252-4;conf/haskell/2010;2012-01-13;ACM;N/A;Proceedings of the 3rd ACM SIGPLAN Symposium on Haskell, Haskell 2010, Baltimore, MD, USA, 30 September 2010;N/A;2010.0;Haskell,Haskell,Baltimore,MD,USA
I3E;Arto Heikkilä|Eija Koskivaara|J. Felix Hampe|Jonna Järveläinen|Regis Cabral|Reima Suomi;N/A;978-0-387-39226-4;conf/i3e/2006;2007-11-09;Springer;IFIP;Project E-Society: Building Bricks, 6TH IFIP International Conference on e-Commerce, e-Business, and e-Government (I3E 2006), October 11-13, 2006, Turku, Finland;226;2006.0;Finland
SCVT;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6384627;978-1-4673-2114-3;conf/scvt/2012;2015-01-30;IEEE;N/A;19th IEEE Symposium on Communications and Vehicular Technology in the Benelux, SCVT 2012, Eindhoven, The Netherlands, November 16, 2012;N/A;2012.0;Benelux,Eindhoven,The Netherlands
UMAP (Adjunct Publication);Eelco Herder|Federica Cena|Michel C. Desmarais|Mária Bieliková;http://dl.acm.org/citation.cfm?id=3099023;978-1-4503-5067-9;conf/um/2017a;2017-08-25;ACM;N/A;Adjunct Publication of the 25th Conference on User Modeling, Adaptation and Personalization, UMAP 2017, Bratislava, Slovakia, July 09 - 12, 2017;N/A;2017.0;Slovakia
SWCS (LNCS Volume);John G. Breslin|Maria-Esther Vidal|Pascal Molli;https://doi.org/10.1007/978-3-319-32667-2;978-3-319-32666-5;conf/semweb/2014swcslncs;2017-05-22;Springer;Lecture Notes in Computer Science;Semantic Web Collaborative Spaces - Second International Workshop, SWCS 2013, Montpellier, France, May 27, 2013, Third International Workshop, SWCS 2014, Trentino, Italy, October 19, 2014, Revised Selected and Invited Papers;9507;2016.0;Montpellier,France,Trentino,Italy
ITS;Julita Vassileva|Roger Azevedo|Roger Nkambou;https://doi.org/10.1007/978-3-319-91464-0;978-3-319-91463-3|978-3-319-91464-0;conf/its/2018;2018-06-05;Springer;Lecture Notes in Computer Science;Intelligent Tutoring Systems - 14th International Conference, ITS 2018, Montreal, QC, Canada, June 11-15, 2018, Proceedings;10858;2018.0;Montreal,QC,Canada
BigSpatial@SIGSPATIAL;Ranga Raju Vatsavai|Varun Chandola;https://doi.org/10.1145/3006386;978-1-4503-4581-1;conf/gis/2016bigspatial;2018-11-06;ACM;N/A;Proceedings of the 5th ACM SIGSPATIAL International Workshop on Analytics for Big Geospatial Data, BigSpatial@SIGSPATIAL 2016, Burlingame, California, USA, October 31, 2016;N/A;2016.0;Burlingame,California,USA
SAFECOMP;Francesca Saglietti|Norbert Oster;https://doi.org/10.1007/978-3-540-75101-4;978-3-540-75100-7;conf/safecomp/2007;2017-06-02;Springer;Lecture Notes in Computer Science;Computer Safety, Reliability, and Security, 26th International Conference, SAFECOMP 2007, Nuremberg, Germany, September 18-21, 2007.;4680;2007.0;Nuremberg,Germany
MHS;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6481548;978-1-4673-4811-9;conf/mhs/2012;2015-03-06;IEEE;N/A;International Symposium on Micro-NanoMechatronics and Human Science, MHS 2012, Nagoya, Aichi, Japan, November 4-7, 2012;N/A;2012.0;Nagoya,Aichi,Japan
CCGRID;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=9282|http://www.computer.org/csdl/proceedings/ccgrid/2004/8430/00/index.html;0-7803-8430-X;conf/ccgrid/2004;2016-01-19;IEEE Computer Society;N/A;4th IEEE/ACM International Symposium on Cluster Computing and the Grid (CCGrid 2004), April 19-22, 2004, Chicago, Illinois, USA;N/A;2004.0;Chicago,Illinois,USA
COMOD;P. Sreenivasa Kumar|Shantanu Godbole|Srinivasan Parthasarathy 0001;N/A;N/A;conf/comad/2010;2017-08-16;Allied Publishers;N/A;Proceedings of the 16th International Conference on Management of Data, 2010, Nagpur, India;N/A;2010.0;India
AIME;Elpida T. Keravnou|Jim Hunter|Silvia Miksch;https://doi.org/10.1007/11527770;3-540-27831-1;conf/aime/2005;2017-05-30;Springer;Lecture Notes in Computer Science;Artificial Intelligence in Medicine, 10th Conference on Artificial Intelligence in Medicine, AIME 2005, Aberdeen, UK, July 23-27, 2005, Proceedings;3581;2005.0;Aberdeen,UK
IPDPS;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=8608|http://www.computer.org/csdl/proceedings/ipdps/2003/1926/00/index.html;0-7695-1926-1;conf/ipps/2003;2014-08-01;IEEE Computer Society;N/A;17th International Parallel and Distributed Processing Symposium (IPDPS 2003), 22-26 April 2003, Nice, France, CD-ROM/Abstracts Proceedings;N/A;2003.0;International Parallel,Nice,France
IPMI;Michael F. Insana|Richard M. Leahy;https://doi.org/10.1007/3-540-45729-1;3-540-42245-5;conf/ipmi/2001;2017-05-26;Springer;Lecture Notes in Computer Science;Information Processing in Medical Imaging, 17th International Conference, IPMI 2001, Davis, CA, USA, June 18-22, 2001, Proceedings;2082;2001.0;USA
ITAT;Jakub Yaghob;http://ceur-ws.org/Vol-1422|http://nbn-resolving.de/urn:nbn:de:0074-1422-7;N/A;conf/itat/2015;2016-05-30;CEUR-WS.org;CEUR Workshop Proceedings;Proceedings ITAT 2015: Information Technologies - Applications and Theory, Slovensky Raj, Slovakia, September 17-21, 2015.;1422;2015.0;Slovakia
FoSSaCS;Andrew M. Pitts;https://doi.org/10.1007/978-3-662-46678-0;978-3-662-46677-3;conf/fossacs/2015;2017-06-02;Springer;Lecture Notes in Computer Science;Foundations of Software Science and Computation Structures - 18th International Conference, FoSSaCS 2015, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2015, London, UK, April 11-18, 2015. Proceedings;9034;2015.0;London,UK
Public Key Cryptography;David Pointcheval|Phong Q. Nguyen;https://doi.org/10.1007/978-3-642-13013-7|https://www.wikidata.org/entity/Q28002577;978-3-642-13012-0;conf/pkc/2010;2018-11-14;Springer;Lecture Notes in Computer Science;Public Key Cryptography - PKC 2010, 13th International Conference on Practice and Theory in Public Key Cryptography, Paris, France, May 26-28, 2010. Proceedings;6056;2010.0;Paris,France
UCNC;Jérôme Durand-Lose|Natasa Jonoska;https://doi.org/10.1007/978-3-642-32894-7|https://www.wikidata.org/entity/Q57006526;978-3-642-32893-0;conf/uc/2012;2018-11-14;Springer;Lecture Notes in Computer Science;Unconventional Computation and Natural Computation - 11th International Conference, UCNC 2012, Orléan, France, September 3-7, 2012. Proceedings;7445;2012.0;Orléan,France
Eurographics (Dirk Bartz Prize);Anna Vilanova|Hans-Christian Hege;http://diglib.eg.org/handle/10.2312/305;N/A;conf/eurographics/2013dbp;2017-04-24;Eurographics Association;N/A;Eurographics 2013 - Dirk Bartz Prize, Girona, Spain, May 6-10, 2013;N/A;2013.0;Spain
AIFIPP;José Cuena;N/A;0-444-81541-4;conf/aifipp/1992;2002-04-17;North-Holland;IFIP Transactions;Knowledge Oriented Software Design, Extended Papers from the IFIP TC12 Workshop on Artificial Intelligence from the Information Processing Perspective - AIFIPP '92, Madrid, Spain, 14-15 September, 1992;A-27;1993.0;Madrid,Spain
ICARCV;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6478914;978-1-4673-1871-6;conf/icarcv/2012;2013-04-10;IEEE;N/A;12th International Conference on Control Automation Robotics & Vision, ICARCV 2012, Guangzhou, China, December 5-7, 2012;N/A;2012.0;Guangzhou,China
CWIT;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6603431;N/A;conf/cwit/2013;2016-03-07;IEEE;N/A;13th Canadian Workshop on Information Theory, CWIT 2013, Toronto, ON, Canada, June 18-21, 2013;N/A;2013.0;Toronto,ON,Canada
N/A;Andrea Orlandini|Asier Aztiria|Juan Carlos Augusto;N/A;978-1-61499-803-7|978-1-61499-804-4;series/faia/2017-298;2018-03-16;IOS Press;Frontiers in Artificial Intelligence and Applications;State of the Art in AI Applied to Ambient Intelligence;298;2017.0;AI
JCDL;N/A;http://dl.acm.org/citation.cfm?id=827140|http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=8569|http://www.computer.org/csdl/proceedings/jcdl/2003/1939/00/index.html;0-7695-1939-3;conf/jcdl/2003;2014-09-25;IEEE Computer Society;N/A;ACM/IEEE 2003 Joint Conference on Digital Libraries (JCDL 2003), 27-31 May 2003, Houston, Texas, USA, Proceedings;N/A;2003.0;Houston,Texas,USA
BeyondMR@SIGMOD;Foto N. Afrati|Jacek Sroka|Jan Hidders|Ke Yi;http://dl.acm.org/citation.cfm?id=3206333;N/A;conf/sigmod/2018beyondmr;2018-05-24;ACM;N/A;Proceedings of the 5th ACM SIGMOD Workshop on Algorithms and Systems for MapReduce and Beyond, BeyondMR@SIGMOD 2018, Houston, TX, USA, June 15, 2018;N/A;2018.0;Houston,TX,USA
CHANTS@MobiCom;Ahmed Helmy|Franck Legendre;https://doi.org/10.1145/2030652;978-1-4503-0870-0;conf/mobicom/2011chants;2018-11-06;ACM;N/A;Proceedings of the 6th ACM workshop on Challenged networks, CHANTS@MOBICOM 2011, Las Vegas, NV, USA, September 19-23, 2011;N/A;2011.0;Las Vegas,NV,USA
IWCIA Special Track on Applications;Elka Korutcheva|Kostadin Koroutchev|Reneta P. Barneva|Valentin E. Brimkov;N/A;N/A;conf/iwcia/2011s;2014-10-03;Research Publishing;N/A;Advances in Image Analysis and Applications. Proceedings of IWCIA 2011 Special Track on Applications, Madrid, Spain, May 23-25, 2011.;N/A;2011.0;Image Analysis,Madrid,Spain
HIC;Fernando Martín-Sánchez|Heather Grain|Louise K. Schaper;N/A;978-1-61499-426-8|978-1-61499-427-5;conf/hic/2014;2016-07-06;IOS Press;Studies in Health Technology and Informatics;Investing in E-Health: People, Knowledge and Technology for a Healthy Future - Selected Papers from the 22nd Australian National Health Informatics Conference, HIC 2014, 11-14 August 2014, Melbourne, Australia;204;2014.0;Melbourne,Australia
SITIS;Albert Dipanda|Kokou Yétongnon|Richard Chbeir;N/A;N/A;conf/sitis/2005;2006-09-20;Dicolor Press;N/A;Proceedings of the 1st International Conference on Signal-Image Technology and Internet-Based Systems, SITIS 2005, November 27 - December 1, 2005, Yaounde, Cameroon;N/A;2005.0;N/A
EUSIPCO;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6805348;N/A;conf/eusipco/2013;2014-05-19;IEEE;N/A;21st European Signal Processing Conference, EUSIPCO 2013, Marrakech, Morocco, September 9-13, 2013;N/A;2013.0;Marrakech,Morocco
ATMOS;Alberto Caprara|Spyros C. Kontogiannis;N/A;978-3-939897-33-0;conf/atmos/2011;2017-03-29;Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik, Germany;OASICS;ATMOS 2011 - 11th Workshop on Algorithmic Approaches for Transportation Modeling, Optimization, and Systems, Saarbrücken, Germany, September 8, 2011;20;2011.0;Systems,Saarbrücken,Germany
UAI;Andrew Y. Ng|Jeff A. Bilmes;https://dslpitt.org/uai/displayArticles.jsp?mmnu=1&smnu=1&proceeding_id=25;N/A;conf/uai/2009;2015-05-06;AUAI Press;N/A;UAI 2009, Proceedings of the Twenty-Fifth Conference on Uncertainty in Artificial Intelligence, Montreal, QC, Canada, June 18-21, 2009;N/A;2009.0;Montreal,QC,Canada
WG;Fedor V. Fomin;https://doi.org/10.1007/11917496;3-540-48381-0;conf/wg/2006;2017-06-02;Springer;Lecture Notes in Computer Science;Graph-Theoretic Concepts in Computer Science, 32nd International Workshop, WG 2006, Bergen, Norway, June 22-24, 2006, Revised Papers;4271;2006.0;Norway
IWSECO;Arho Suominen|Christopher Jud|Jan Bosch|Sami Hyrynsalmi;http://ceur-ws.org/Vol-2053|http://nbn-resolving.de/urn:nbn:de:0074-2053-0;N/A;conf/iwseco/2017;2018-05-04;CEUR-WS.org;CEUR Workshop Proceedings;Proceedings of the 9th International Workshop on Software Ecosystems, Espoo, Finland, November 29, 2017.;2053;2018.0;Espoo,Finland
ARES;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=10823|http://www.computer.org/csdl/proceedings/ares/2006/2567/00/index.html;0-7695-2567-9;conf/IEEEares/2006;2015-04-13;IEEE Computer Society;N/A;Proceedings of the The First International Conference on Availability, Reliability and Security, ARES 2006, The International Dependability Conference - Bridging Theory and Practice, April 20-22 2006, Vienna University of Technology, Austria;N/A;2006.0;Austria
MMVR;Helene M. Hoffman|James D. Westwood|Kirby G. Vosburgh|Li Felländer-Tsai|Randy S. Haluck|Richard A. Robb|Steven Senger|Susan W. Westwood;http://www.booksonline.iospress.nl/Content/View.aspx?piid=19267;978-1-60750-705-5;conf/mmvr/2011;2012-03-22;IOS Press;Studies in Health Technology and Informatics;Medicine Meets Virtual Reality 18 - NextMed, MMVR 2011, Newport Beach, California, USA, February 9-12, 2011;163;2011.0;Newport Beach,California,USA
CIbSE;Carlos Cares|Cecilia Hinojosa|Eduardo Kinder Almentero|Efraín R. Fonseca C.|Gleison Santos|José Ignacio Panach|Juan Pablo Carvallo|Lidia López|Marcos Kalinowski|Martín Solari|Omar S. Gómez|Sabrina Marczak|Tayana Conte;N/A;978-9978-301-81-4;conf/cibse/2016;2019-01-27;Universidad de las Fuerzas Armadas ESPE;N/A;Proceedings of XIX Ibero-American Conference on Software Engineering, CIbSE 2016, Quito, Ecuador, April 27-29, 2016.;N/A;2016.0;Quito,Ecuador
Secure Data Management;Milan Petkovic|Willem Jonker;https://doi.org/10.1007/978-3-319-06811-4;978-3-319-06810-7;conf/sdmw/2013;2017-05-23;Springer;Lecture Notes in Computer Science;Secure Data Management - 10th VLDB Workshop, SDM 2013, Trento, Italy, August 30, 2013, Proceedings;8425;2014.0;Trento,Italy
APMS;Burkhard Schallock|Kai Mertins|Oliver Krause;N/A;0-7923-8605-1;conf/ifip5-7/1999amps;2002-10-24;Kluwer;IFIP Conference Proceedings;Global Production Management, IFIP TC5/WG5.7 International Conference on Advances in Production Management Systems, September 6-10, 1999, Berlin, Germany;151;1999.0;Berlin,Germany
GDN;D. Marc Kilgour|Mareike Schoop;https://doi.org/10.1007/978-3-319-63546-0;978-3-319-63545-3|978-3-319-63546-0;conf/gdn/2017;2017-07-25;Springer;Lecture Notes in Business Information Processing;Group Decision and Negotiation. A Socio-Technical Perspective - 17th International Conference, GDN 2017, Stuttgart, Germany, August 14-18, 2017, Proceedings;293;2017.0;Stuttgart,Germany
WITFOR;Ana Pont|Francisco J. Mata;https://doi.org/10.1007/978-3-319-44447-5;978-3-319-44446-8;conf/witfor/2016;2017-05-26;Springer;IFIP Advances in Information and Communication Technology;ICT for Promoting Human Development and Protecting the Environment - 6th IFIP World Information Technology Forum, WITFOR 2016, San José, Costa Rica, September 12-14, 2016, Proceedings;481;2016.0;San José,Costa Rica
ISSRE;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=8108705|https://www.computer.org/csdl/proceedings/issre/2017/0941/00/index.html;978-1-5386-0941-5;conf/issre/2017;2017-11-22;IEEE Computer Society;N/A;28th IEEE International Symposium on Software Reliability Engineering, ISSRE 2017, Toulouse, France, October 23-26, 2017;N/A;2017.0;France
ALR@IJCNLP;N/A;http://aclweb.org/anthology/I08-7|https://aclanthology.info/volumes/proceedings-of-the-6th-workshop-on-asian-language-resources;N/A;conf/acl-alr/2008;2018-02-05;Asian Federation of Natural Language Processing;N/A;Proceedings of the 6th Workshop on Asian Language Resources, ALR@IJCNLP 2008, Hyderabad, India, Jnuary 11-12, 2008;N/A;2008.0;Hyderabad,India
CoNLL;Dan Klein|Lluís Màrquez;http://www.aclweb.org/anthology/K/K06/;N/A;conf/conll/2006;2015-01-22;ACL;N/A;Proceedings of the Tenth Conference on Computational Natural Language Learning, CoNLL 2006, New York City, USA, June 8-9, 2006;N/A;2006.0;New York City,USA
EON;Asunción Gómez-Pérez|Denny Vrandecic|Raul Garcia-Castro|York Sure|Zhisheng Huang;http://ceur-ws.org/Vol-329|http://nbn-resolving.de/urn:nbn:de:0074-329-3;N/A;conf/eon/2007;2016-05-30;CEUR-WS.org;CEUR Workshop Proceedings;Proceedings of the 5th International Workshop on Evaluation of Ontologies and Ontology-based Tools, EON2007, Co-located with the ISWC2007, Busan, Korea, November 11th, 2007;329;2008.0;Ontology,EON2007,Busan,Korea
CCSW@CCS;Angelos Stavrou|Bhavani M. Thuraisingham|Ghassan Karame;http://dl.acm.org/citation.cfm?id=3140649;978-1-4503-5204-8;conf/ccs/2017ccsw;2018-10-31;ACM;N/A;Proceedings of the 9th Cloud Computing Security Workshop, CCSW@CCS 2017, Dallas, TX, USA, November 3, 2017;N/A;2017.0;Dallas,USA
ESWC (Satellite Events);Agnieszka Lawrynowicz|Eva Blomqvist|Fabio Ciravegna|Heiko Paulheim|Katja Hose|Olaf Hartig;https://doi.org/10.1007/978-3-319-70407-4|https://www.wikidata.org/entity/Q42899642;978-3-319-70406-7|978-3-319-70407-4;conf/esws/2017s;2018-11-14;Springer;Lecture Notes in Computer Science;The Semantic Web: ESWC 2017 Satellite Events - ESWC 2017 Satellite Events, Portorož, Slovenia, May 28 - June 1, 2017, Revised Selected Papers;10577;2017.0;Slovenia
